	fdr_q_value	p_value	genes	description	observed	total	expected	enrichment	log_q
WP5169	0.0014930121635612023	3.1850926155972316e-05	ALAD;UROD;HMBS;UROS	Hemesynthesis Defects And Porphyrias	4	4	0.2824520563130473	14.161695447409734	2.825936654066005
WP561	0.0014051879186458374	3.1850926155972316e-05	ALAD;UROD;HMBS;UROS	Heme Biosynthesis	4	4	0.2824520563130473	14.161695447409734	2.852265592788354
WP2875	0.00207608239878943	4.982597757094631e-05	RXRA;ABCB1;CYP2B6;PPARGC1A;SULT2A1;NR1I3;SULT1A1;ABCC2;ABCC3	Constitutive Androstane Receptor Pathway	9	25	1.7653253519565457	5.098210361067505	2.6827554135261793
WP497	0.0022170078197837682	5.912020852756715e-05	PYCR3;GAMT;ASS1;ASL;SMS;ACY1	Urea Cycle And Metabolism Of Amino Groups	6	11	0.7767431548608801	7.724561153132583	2.6542327750483667
WP4504	0.002333692441877651	5.912020852756715e-05	CTH;CDO1;CBS;GCLC;GSS;GOT1	Cysteine And Methionine Catabolism	6	11	0.7767431548608801	7.724561153132583	2.6319563803372144
WP5193	0.002962271284797669	8.294359597433474e-05	HSD3B2;EBP;MVK;DHCR7;MSMO1;PMVK;SC5D	Cholesterol Synthesis Disorders	7	16	1.1298082252521893	6.195741758241758	2.5283751713058216
WP698	0.002827622590034139	8.294359597433474e-05	UGT2B4;UGT2B10;UGT2B7;UGT2B15;UGP2;PGM1;UGDH	Glucuronidation	7	16	1.1298082252521893	6.195741758241758	2.5485785573941087
WP5220	0.0032517137330819955	9.971922114784788e-05	SLC16A4;ME1;MDH1;GPI;SOAT1;GOT1;GNPNAT1;SLC16A1;GPT	Metabolic Reprogramming In Pancreatic Cancer	9	27	1.9065513801130693	4.720565149136578	2.487887694816949
WP4313	0.0042312180344858995	0.0001353989771035488	STEAP3;CBS;SAT2;GCH1;VDAC2;GCLC;LPCAT3;CTH;AKR1C2;GCLM;POR;GSS;DPP4	Ferroptosis	13	54	3.8131027602261387	3.409297052154195	2.3735345949158497
WP2876	0.00411806022365601	0.000137268674121867	RXRA;ABCB1;CYP2B6;PPARGC1A;SULT2A1;SLCO1B1;ABCC2;ABCC3;NR1I2	Pregnane X Receptor Pathway	9	28	1.9771643941913313	4.551973536667415	2.385307306428469
WP3612	0.005036815535837543	0.00017460960524236815	SRXN1;EPHX1;GCLM;ABCC6;ABCC2;ABCC3;GCLC;NQO2	Photodynamic Therapy-induced Nfe2l2 (nrf2) Survival Signaling	8	23	1.624099323800022	4.925807112142516	2.2978439540926203
WP197	0.0053507048894057534	0.00019262537601860713	NSDHL;MVK;DHCR7;MSMO1;PMVK;SC5D	Cholesterol Biosynthesis Pathway	6	13	0.9179691830174038	6.536167129573723	2.271589001265877
WP4595	0.0060079632285456935	0.0002323079115037668	MDH1;GPT;ASS1;ASL;GOT1	Urea Cycle And Associated Pathways	5	9	0.6355171267043564	7.867608581894297	2.221272734074555
WP496	0.00580769778759417	0.0002323079115037668	CPN1;HSD17B7;F13B;HSD3B2;HSD17B2	Steroid Biosynthesis	5	9	0.6355171267043564	7.867608581894297	2.2359959908952614
WP2874	0.006222533343850896	0.0002323079115037668	ABCG8;ABCG5;CYP2B6;RXRA;SREBF1	Liver X Receptor Pathway	5	9	0.6355171267043564	7.867608581894297	2.206032767517818
WP4220	0.010284885580859363	0.00042510860400885367	TH;DDC;DBH	Neurotransmitter Disorders	3	3	0.2118390422347855	14.161695447409732	1.9878005354595645
WP4721	0.010331553136245857	0.0004545883379948177	TRPV1;PPARA;ACOX1;CYP4F2;ACOX2;PTGR1;PTGR2;CYP4A22	Eicosanoid Metabolism Via Lipooxygenases (lox)	8	26	1.8359383660348076	4.3574447530491485	1.9858343863411059
WP2525	0.01065441417175354	0.0004545883379948177	SHMT1;CBS;MTHFD1;GCLC;CTH;GCLM;PSPH;GSS	Trans-sulfuration And One-carbon Metabolism	8	26	1.8359383660348076	4.3574447530491485	1.9724704247831244
WP100	0.010875573306820626	0.0004930259899092017	OPLAH;IDH1;GPX2;GCLM;GCLC;GSS	Glutathione Metabolism	6	15	1.0591952111739273	5.664678178963894	1.963547839897379
WP500	0.012410866669637786	0.00057917377791643	UGP2;PPP2R1B;PGM1;PHKA2;PHKB;PPP2R3B;GYS2;GYS1;GBE1;PPP2R3A	Glycogen Synthesis And Degradation	10	40	2.824520563130473	3.5404238618524335	1.9061978900001355
WP716	0.018268663130224124	0.0008768958302507579	DGAT1;DHRS3;RXRA;NPC1L1;ABCG8;ABCG5;LPL;SULT1A1;RETSAT;SCARB1	Vitamin A And Carotenoid Metabolism	10	42	2.965746591286997	3.37183224938327	1.7382932324181055
WP4804	0.018293402806498202	0.0009268657421959088	NSDHL;EBP;DHCR7;SC5D	Cholesterol Biosynthesis With Skeletal Dysplasias	4	7	0.4942910985478328	8.092397398519848	1.7377055026903447
WP2485	0.01878781909856572	0.0009268657421959088	AFMID;QPRT;HAAO;NMNAT1	Nad Biosynthesis Ii (from Tryptophan)	4	7	0.4942910985478328	8.092397398519848	1.7261236301405298
